order_id,customer_id,customer_loyalty_tier,customer_acquisition_channel,customer_signup_date,restaurant_id,restaurant_cuisine,restaurant_city,restaurant_rating,restaurant_avg_prep_time,menu_item_id,menu_item_name,menu_item_category,item_price,quantity,order_timestamp,delivery_timestamp,delivery_duration_actual,delivery_duration_estimated,delivery_fee,tip,total_amount,discount_code,discount_type,discount_value,order_status,weather_temperature,weather_precipitation,is_weekend,is_holiday,event_flag
6078,6672,Silver,social_media,24-07-2023,35,Japanese,Houston,3.4,16,182,Pick Pasta,Pasta,19.43,1,27-03-2023 07:27,27-03-2023 07:51,24,26,6.54,2.75,28.72,,,0,completed,9.9,0,FALSE,FALSE,
9815,4636,Gold,referral,17-08-2024,46,Indian,Philadelphia,4.9,27,240,Game Burger,Burger,31.84,1,27-03-2023 08:43,27-03-2023 09:38,55,55,7.35,2.85,37.04,PROMO-TUOE,fixed_amount,5,completed,5.6,0,FALSE,FALSE,
7860,5962,Bronze,organic,16-11-2024,12,American,San Antonio,4.4,21,66,Win Main Course,Main Course,16.32,2,27-03-2023 10:01,27-03-2023 10:51,50,48,2.99,5.72,41.35,,,0,completed,2.9,4.4,FALSE,FALSE,
7114,6739,Silver,organic,02-07-2023,32,Italian,Houston,4,32,171,Benefit Main Course,Main Course,8.68,3,27-03-2023 11:57,27-03-2023 12:45,48,43,3.28,4.47,33.79,,,0,completed,13.1,0,FALSE,FALSE,
9869,5156,Silver,paid_ads,18-09-2024,31,Mexican,Philadelphia,4.6,30,165,Inside Dessert,Dessert,32.67,1,27-03-2023 12:24,27-03-2023 13:27,63,43,3.81,4.69,41.17,,,0,completed,9.2,11.3,FALSE,FALSE,
3804,314,Bronze,paid_ads,19-12-2023,173,Fast Food,Los Angeles,3.2,32,954,Care Burger,Burger,32.28,1,27-03-2023 13:31,27-03-2023 14:31,60,52,5.17,0.47,37.92,,,0,completed,10.6,0,FALSE,FALSE,
7112,6634,Silver,social_media,14-12-2023,12,American,San Antonio,4.4,21,63,Machine Dessert,Dessert,31.02,1,27-03-2023 19:36,27-03-2023 20:12,36,39,4.06,0.98,36.06,,,0,completed,9.7,0,FALSE,FALSE,
4912,233,Silver,paid_ads,20-06-2023,68,Italian,San Diego,4.4,22,355,Group Appetizer,Appetizer,31.92,1,27-03-2023 19:58,27-03-2023 20:52,54,46,3.79,0.31,36.02,,,0,completed,12.4,0,FALSE,FALSE,
8561,5736,Bronze,referral,02-04-2024,10,Chinese,Phoenix,3.3,26,51,Blue Burger,Burger,32.63,2,27-03-2023 23:20,28-03-2023 00:04,44,47,3.09,11.72,80.07,,,0,completed,7.3,0,FALSE,FALSE,
2190,9222,Bronze,organic,23-12-2024,111,Mediterranean,San Diego,3.9,31,584,Analysis Dessert,Dessert,29.54,2,28-03-2023 00:04,28-03-2023 00:47,43,46,2.95,7.05,60.22,PROMO-NSUT,percentage,8.86,completed,13.1,0,FALSE,FALSE,
5257,7850,Bronze,email,09-02-2024,8,Mexican,Houston,4.3,22,43,Save Pasta,Pasta,13.36,1,28-03-2023 00:32,28-03-2023 01:12,40,32,4.83,3.19,11.38,PROMO-MDLA,fixed_amount,10,completed,15.4,0,FALSE,FALSE,
6356,2712,Bronze,organic,01-01-2024,176,Japanese,Houston,3.6,31,963,Agreement Appetizer,Appetizer,28.94,1,28-03-2023 02:46,28-03-2023 03:52,66,52,4.67,6.89,40.5,,,0,completed,17.5,0,FALSE,FALSE,
4003,7941,Silver,organic,19-05-2023,124,American,Los Angeles,3.6,23,670,Not Pizza,Pizza,34.86,1,28-03-2023 05:43,28-03-2023 06:34,51,41,6.7,6.96,48.52,,,0,completed,5.9,0,FALSE,FALSE,
2803,3345,Gold,referral,02-10-2023,17,Indian,Houston,3.7,16,90,Blood Sushi,Sushi,34.08,2,28-03-2023 05:55,28-03-2023 06:42,47,31,6.93,7.55,75.71,PROMO-OMVI,free_delivery,6.93,completed,13,0.8,FALSE,FALSE,
9984,2123,Bronze,social_media,02-02-2023,116,Indian,San Diego,4.4,12,616,Upon Sushi,Sushi,26.53,1,28-03-2023 06:01,28-03-2023 06:48,47,40,6.19,2.1,34.82,,,0,completed,14.3,0,FALSE,FALSE,
2315,3780,Silver,referral,18-06-2023,105,Chinese,Los Angeles,4.5,21,563,Ok Beverage,Beverage,12.66,1,28-03-2023 07:08,28-03-2023 07:53,45,49,6.98,0.64,20.28,,,0,completed,7.1,0,FALSE,FALSE,
6783,5655,Bronze,organic,07-09-2023,154,Fast Food,San Diego,3.3,30,835,Loss Appetizer,Appetizer,12.4,3,28-03-2023 07:13,28-03-2023 08:05,52,46,2.64,2.16,42,,,0,completed,7.2,0,FALSE,FALSE,
2765,9073,Bronze,social_media,16-01-2023,69,Indian,San Antonio,3.7,10,356,Such Beverage,Beverage,23.69,3,28-03-2023 08:25,28-03-2023 09:02,37,29,4.74,17.6,93.41,,,0,completed,7.1,0,FALSE,FALSE,
6401,1173,Bronze,paid_ads,27-10-2024,116,Indian,San Diego,4.4,12,617,Itself Pasta,Pasta,13.18,1,28-03-2023 09:47,28-03-2023 10:22,35,37,3.71,1.75,18.64,,,0,completed,11.3,0,FALSE,FALSE,
8715,7318,Bronze,email,05-12-2023,142,Italian,Houston,3.9,30,767,Material Pasta,Pasta,18.13,1,28-03-2023 10:47,28-03-2023 11:45,58,59,3.5,0.06,21.69,,,0,completed,14.2,0,FALSE,FALSE,
5912,7745,Bronze,organic,30-08-2024,60,Mexican,Chicago,3.2,27,304,Discussion Sushi,Sushi,30.34,1,28-03-2023 14:08,28-03-2023 14:52,44,46,6.27,0.34,36.95,,,0,completed,2.1,0,FALSE,FALSE,
8234,160,Bronze,organic,29-08-2023,111,Mediterranean,San Diego,3.9,31,584,Analysis Dessert,Dessert,29.54,1,28-03-2023 16:52,28-03-2023 17:43,51,54,6.98,3.39,39.91,,,0,completed,7.1,0,FALSE,FALSE,
4735,7964,Silver,social_media,16-01-2023,71,Chinese,Philadelphia,4.6,29,367,Family Beverage,Beverage,12.79,1,28-03-2023 16:56,28-03-2023 17:42,46,46,2.68,1.42,14.33,PROMO-YEJA,percentage,2.56,completed,8.8,0,FALSE,FALSE,
5145,2130,Silver,social_media,17-09-2024,86,Fast Food,Chicago,3.1,12,459,Really Appetizer,Appetizer,9.38,1,28-03-2023 20:09,28-03-2023 20:55,46,36,2.73,0.95,13.06,,,0,completed,10.4,1.2,FALSE,FALSE,
6223,3079,Bronze,social_media,27-10-2024,22,Mexican,Chicago,4.1,25,120,Rise Appetizer,Appetizer,28.45,1,28-03-2023 21:06,28-03-2023 22:02,56,50,5.83,5.86,38.14,PROMO-VVUW,fixed_amount,2,completed,10.1,0,FALSE,FALSE,
10673,2230,Bronze,social_media,17-09-2023,70,Japanese,Chicago,3.6,31,364,Challenge Main Course,Main Course,24.66,1,29-03-2023 00:39,29-03-2023 01:37,58,48,2.86,4.33,31.85,,,0,completed,10.4,0,FALSE,FALSE,
6721,2918,Gold,referral,09-12-2024,90,Chinese,San Diego,4.2,29,484,Low Burger,Burger,6.22,2,29-03-2023 02:20,29-03-2023 03:20,60,50,6.6,0.33,19.37,,,0,completed,6.3,0,FALSE,FALSE,
2665,3014,Gold,email,27-05-2024,157,American,Los Angeles,3.1,25,852,Last Pasta,Pasta,31.59,1,29-03-2023 03:50,29-03-2023 04:56,66,43,6.96,2.86,41.41,,,0,completed,7.6,9.8,FALSE,FALSE,
1205,9742,Bronze,paid_ads,26-12-2024,173,Fast Food,Los Angeles,3.2,32,950,Company Dessert,Dessert,18.54,1,29-03-2023 04:51,29-03-2023 05:43,52,46,5.13,2.77,26.44,,,0,completed,9.9,0,FALSE,FALSE,
2049,6327,Bronze,organic,14-09-2024,48,American,New York,4.9,21,246,Unit Beverage,Beverage,34.53,1,29-03-2023 06:00,29-03-2023 06:57,57,48,7.44,3.3,45.27,,,0,completed,12.5,0,FALSE,FALSE,
10171,1580,Bronze,organic,01-02-2023,142,Italian,Houston,3.9,30,764,Republican Dessert,Dessert,8.99,4,29-03-2023 10:58,29-03-2023 11:41,43,47,2.11,1.87,32.75,PROMO-CJDV,percentage,7.19,completed,6.9,0,FALSE,FALSE,
5811,1961,Silver,referral,01-01-2023,118,Japanese,New York,3.3,29,631,Energy Pizza,Pizza,24.4,1,29-03-2023 12:02,29-03-2023 12:54,52,41,3.35,3.83,31.58,,,0,completed,10.6,0,FALSE,FALSE,
5248,7903,Bronze,email,14-04-2024,70,Japanese,Chicago,3.6,31,365,Knowledge Dessert,Dessert,27.06,1,29-03-2023 13:29,29-03-2023 14:24,55,60,6.63,4.07,31.13,PROMO-FNIS,free_delivery,6.63,completed,8.2,0,FALSE,FALSE,
4650,6658,Bronze,referral,14-11-2024,165,Chinese,San Antonio,4.9,24,902,Assume Dessert,Dessert,7.07,1,29-03-2023 14:25,29-03-2023 15:19,54,45,7.73,1.72,16.52,,,0,completed,6.1,0,FALSE,FALSE,
2880,3845,Bronze,email,16-07-2024,36,Mexican,Houston,4.4,22,186,Pick Main Course,Main Course,9.97,1,29-03-2023 15:04,29-03-2023 16:07,63,40,7.75,1.4,19.12,,,0,completed,9.4,6,FALSE,FALSE,
10774,4698,Bronze,paid_ads,23-12-2024,54,Indian,Phoenix,3.6,16,280,Someone Burger,Burger,22.95,2,29-03-2023 16:17,29-03-2023 17:20,63,39,1.99,10.03,55.93,PROMO-KRYQ,free_delivery,1.99,completed,10.9,10.1,FALSE,FALSE,
1536,2391,Bronze,referral,14-11-2024,138,Italian,Chicago,4.4,17,742,Smile Dessert,Dessert,15.63,1,29-03-2023 20:59,29-03-2023 21:50,51,38,5.78,3.71,23.56,PROMO-ZCQK,percentage,1.56,completed,8.1,0,FALSE,FALSE,
1345,1420,Silver,social_media,11-06-2023,68,Italian,San Diego,4.4,22,352,Ask Pizza,Pizza,10.22,1,29-03-2023 23:48,30-03-2023 00:23,35,36,2.15,1.11,13.48,,,0,completed,10.3,0,FALSE,FALSE,
5387,3918,Bronze,social_media,16-05-2023,111,Mediterranean,San Diego,3.9,31,589,Style Dessert,Dessert,16.41,2,30-03-2023 04:56,30-03-2023 06:12,76,52,6.19,0.43,34.52,PROMO-FOFJ,percentage,4.92,completed,6.1,10.9,FALSE,FALSE,
10949,4943,Bronze,organic,20-09-2023,16,Mexican,Phoenix,3.5,18,82,Recently Dessert,Dessert,9.59,4,30-03-2023 05:24,30-03-2023 06:04,40,34,6.6,1.38,46.34,,,0,completed,16.2,0,FALSE,FALSE,
2713,8355,Bronze,paid_ads,02-01-2024,38,Italian,Philadelphia,3,19,196,Building Beverage,Beverage,27.5,1,30-03-2023 06:48,30-03-2023 07:25,37,31,7.14,3.46,38.1,,,0,completed,9.8,0,FALSE,FALSE,
10827,8308,Silver,organic,14-09-2024,11,Fast Food,San Antonio,4.1,13,60,Surface Burger,Burger,12.57,1,30-03-2023 08:38,30-03-2023 09:16,38,40,5.17,2.81,20.55,,,0,completed,12.5,0,FALSE,FALSE,
5312,7571,Bronze,organic,28-01-2024,28,Chinese,Philadelphia,3.8,29,151,Low Main Course,Main Course,17.27,1,30-03-2023 12:44,,,46,7.09,2.82,27.18,,,0,cancelled,9.6,0,FALSE,FALSE,
5518,5199,Bronze,referral,28-02-2024,196,Chinese,Houston,4.9,26,1085,Second Appetizer,Appetizer,22.73,1,30-03-2023 15:01,30-03-2023 15:59,58,45,7.53,1.14,31.4,,,0,completed,10.9,0,FALSE,FALSE,
8881,9663,Bronze,email,27-02-2023,81,American,Houston,4.8,31,428,Apply Sushi,Sushi,16.93,2,30-03-2023 15:44,30-03-2023 16:45,61,47,5.19,5.93,44.98,,,0,completed,11,0,FALSE,FALSE,
5549,6003,Bronze,paid_ads,05-08-2024,173,Fast Food,Los Angeles,3.2,32,951,Though Pasta,Pasta,27.52,1,30-03-2023 22:35,30-03-2023 23:23,48,42,5.13,6.15,34.67,PROMO-WFNV,percentage,4.13,completed,11.3,0,FALSE,FALSE,
5109,5143,Bronze,referral,27-11-2023,65,American,Chicago,4.8,28,331,Eight Beverage,Beverage,22.67,1,30-03-2023 22:55,,,54,5.03,0.17,27.87,,,0,cancelled,10.1,16.2,FALSE,FALSE,
3331,3853,Bronze,email,31-01-2023,192,Fast Food,Chicago,3.8,30,1063,Analysis Dessert,Dessert,25.83,1,30-03-2023 23:07,,,54,5.02,1.57,32.42,,,0,cancelled,10.1,0,FALSE,FALSE,
9162,543,Silver,paid_ads,20-01-2023,163,Mediterranean,New York,3.9,28,890,Identify Burger,Burger,17.89,2,30-03-2023 23:25,31-03-2023 00:21,56,54,6.64,1.37,43.79,,,0,completed,10.1,0,FALSE,FALSE,
10711,8606,Bronze,email,25-05-2024,174,Indian,San Diego,4.4,33,955,Prevent Pasta,Pasta,19.93,3,31-03-2023 00:27,31-03-2023 01:24,57,54,2.39,11.72,73.9,,,0,completed,7.4,0,FALSE,FALSE,
10254,8874,Bronze,paid_ads,11-06-2024,68,Italian,San Diego,4.4,22,354,Should Pasta,Pasta,25.88,1,31-03-2023 03:07,31-03-2023 04:05,58,39,4.7,5.77,36.35,,,0,completed,11.6,5.7,FALSE,FALSE,
2350,8834,Bronze,social_media,14-02-2024,165,Chinese,San Antonio,4.9,24,901,Just Appetizer,Appetizer,19.16,1,31-03-2023 05:50,31-03-2023 06:51,61,52,5.13,2.66,26.95,,,0,completed,9.7,5.8,FALSE,FALSE,
6932,3979,Silver,organic,31-10-2023,42,American,San Antonio,4.9,12,217,Could Burger,Burger,31.62,1,31-03-2023 07:41,31-03-2023 08:20,39,34,3.28,6.71,38.33,PROMO-HXTS,free_delivery,3.28,completed,11.5,0,FALSE,FALSE,
1280,1433,Silver,social_media,21-08-2023,67,Indian,Houston,4.4,25,348,Report Burger,Burger,29.79,1,31-03-2023 13:09,31-03-2023 13:58,49,40,5.24,4.89,34.68,PROMO-WUCR,free_delivery,5.24,completed,5.5,6.1,FALSE,FALSE,
9656,8861,Bronze,referral,16-09-2024,79,American,New York,4.4,28,411,Step Burger,Burger,22.83,1,31-03-2023 13:18,31-03-2023 14:02,44,40,4.72,3.75,31.3,,,0,completed,11.4,0,FALSE,FALSE,
5279,7806,Silver,organic,21-11-2024,135,American,Philadelphia,3.1,21,731,Interesting Main Course,Main Course,34.51,1,31-03-2023 13:44,31-03-2023 14:29,45,33,6.42,5,45.93,,,0,completed,11.1,0,FALSE,FALSE,
2216,969,Gold,referral,07-01-2024,164,Indian,Los Angeles,4.1,14,898,Give Sushi,Sushi,27.97,1,31-03-2023 15:08,31-03-2023 15:45,37,36,4.11,0.35,32.43,,,0,completed,12,3.9,FALSE,FALSE,
2097,5801,Bronze,email,22-06-2023,167,Mediterranean,Philadelphia,4.9,11,915,Southern Appetizer,Appetizer,24.91,1,31-03-2023 15:49,31-03-2023 16:26,37,31,7.69,5.84,38.44,,,0,completed,12.2,0,FALSE,FALSE,
9141,7846,Silver,email,20-11-2024,47,Mediterranean,New York,3.9,24,243,Brother Pizza,Pizza,21.25,1,01-04-2023 01:53,01-04-2023 02:40,47,45,4.47,1.89,27.61,,,0,completed,15.8,0,TRUE,TRUE,
6648,9373,Silver,social_media,11-04-2023,2,Indian,San Diego,3.2,26,8,Chair Sushi,Sushi,13.06,1,01-04-2023 07:01,01-04-2023 07:40,39,43,5.78,2.62,21.46,,,0,completed,13.1,0,TRUE,TRUE,
3992,5592,Bronze,paid_ads,30-12-2023,117,Italian,Chicago,3.8,28,623,Stay Dessert,Dessert,12.7,3,01-04-2023 08:31,01-04-2023 09:27,56,55,3.32,7.72,49.14,,,0,completed,14,0,TRUE,TRUE,
1453,5384,Bronze,referral,20-01-2023,168,American,Los Angeles,4.8,19,924,In Dessert,Dessert,23.26,1,01-04-2023 08:36,01-04-2023 09:30,54,47,6.12,5.62,35,,,0,completed,12.2,2.4,TRUE,TRUE,
10385,7471,Gold,referral,25-04-2024,110,American,Philadelphia,3.5,25,580,Old Dessert,Dessert,27.96,1,01-04-2023 09:02,01-04-2023 09:54,52,48,5.07,2.28,35.31,,,0,completed,13.3,0,TRUE,TRUE,
7301,4820,Silver,social_media,31-10-2024,31,Mexican,Philadelphia,4.6,30,166,High Appetizer,Appetizer,24.54,2,01-04-2023 09:12,,,55,4.04,12.24,61.32,PROMO-DBJN,free_delivery,4.04,cancelled,16.3,0,TRUE,TRUE,
5388,7633,Bronze,organic,16-04-2023,70,Japanese,Chicago,3.6,31,364,Challenge Main Course,Main Course,24.66,1,01-04-2023 16:21,,,54,4.08,1.85,30.59,,,0,cancelled,10.3,0,TRUE,TRUE,
7050,3236,Bronze,organic,14-09-2024,123,Chinese,Houston,4.3,26,658,Get Pizza,Pizza,22.87,1,01-04-2023 17:45,01-04-2023 18:37,52,52,4.24,2.58,29.69,,,0,completed,16.1,0,TRUE,TRUE,
1494,5256,Bronze,email,22-11-2023,96,Japanese,Houston,4,22,515,Once Burger,Burger,28.28,1,01-04-2023 18:23,01-04-2023 19:13,50,47,4.61,4.99,37.88,,,0,completed,14.9,0,TRUE,TRUE,
2084,252,Silver,social_media,11-06-2024,199,Mexican,San Diego,4.5,15,1101,That Appetizer,Appetizer,17.65,1,01-04-2023 21:39,01-04-2023 22:10,31,26,3.48,0.68,18.33,PROMO-LKNW,free_delivery,3.48,completed,11.6,0,TRUE,TRUE,
2925,4301,Bronze,organic,13-01-2024,136,Mexican,San Diego,3.1,19,732,Same Pizza,Pizza,9.27,1,01-04-2023 23:49,02-04-2023 00:41,52,39,3.65,0.62,8.54,PROMO-KBAW,fixed_amount,5,completed,14.2,0,TRUE,TRUE,
4815,7410,Bronze,paid_ads,13-05-2023,166,Italian,San Antonio,3.8,34,910,Young Appetizer,Appetizer,6.4,1,02-04-2023 00:26,02-04-2023 01:44,78,61,7.74,1.16,15.3,,,0,completed,13.9,4.6,TRUE,FALSE,
10442,3999,Bronze,email,11-11-2023,22,Mexican,Chicago,4.1,25,118,Wish Burger,Burger,32.79,4,02-04-2023 01:48,02-04-2023 02:35,47,37,3.8,31.95,166.91,,,0,completed,16.9,0,TRUE,FALSE,
9598,8983,Bronze,social_media,02-01-2024,184,Fast Food,Phoenix,4.8,31,1010,Card Beverage,Beverage,30.67,1,02-04-2023 02:26,,,54,5.75,5.62,36.29,PROMO-BWSJ,free_delivery,5.75,cancelled,15.9,3,TRUE,FALSE,
6877,5181,Bronze,social_media,10-02-2023,143,Indian,Chicago,3.3,17,772,Condition Appetizer,Appetizer,31.85,1,02-04-2023 02:27,,,30,4.06,6.87,42.78,,,0,cancelled,12.7,3.8,TRUE,FALSE,
10794,5422,Silver,social_media,22-01-2024,169,American,Chicago,3.4,33,930,Small Dessert,Dessert,11.82,1,02-04-2023 03:18,,,50,6.86,0.11,17.02,PROMO-VFPY,percentage,1.77,cancelled,13.3,0,TRUE,FALSE,
2094,1496,Bronze,email,10-07-2023,129,Indian,San Diego,3.8,31,696,Environmental Pasta,Pasta,20.47,1,02-04-2023 04:50,02-04-2023 05:29,39,43,6.17,2.95,29.59,,,0,completed,15.6,0,TRUE,FALSE,
1106,7979,Bronze,organic,09-01-2024,97,Chinese,Philadelphia,4.5,34,522,Center Main Course,Main Course,22.79,1,02-04-2023 06:27,02-04-2023 07:12,45,45,3.96,5.21,31.96,,,0,completed,19.1,2.2,TRUE,FALSE,
8132,8142,Silver,organic,23-07-2024,65,American,Chicago,4.8,28,337,Between Dessert,Dessert,12.77,1,02-04-2023 07:33,02-04-2023 08:37,64,43,6.29,2.18,21.24,,,0,completed,14.4,5.1,TRUE,FALSE,
4396,5379,Bronze,referral,26-08-2024,85,American,Los Angeles,4.2,16,448,Call Main Course,Main Course,24.55,1,02-04-2023 10:29,02-04-2023 10:59,30,35,6.53,4.15,32.77,PROMO-IIYM,percentage,2.46,completed,15.1,0,TRUE,FALSE,
7516,2578,Bronze,referral,08-07-2024,122,Mexican,Phoenix,4.4,18,653,Dog Main Course,Main Course,15.23,1,02-04-2023 11:25,02-04-2023 12:11,46,35,2.82,0.77,18.82,,,0,completed,11.2,0,TRUE,FALSE,
1410,5307,Bronze,organic,18-04-2023,163,Mediterranean,New York,3.9,28,890,Identify Burger,Burger,17.89,2,02-04-2023 12:14,02-04-2023 13:03,49,43,5.46,7.7,48.94,,,0,completed,14.3,0,TRUE,FALSE,
7101,8134,Silver,referral,24-08-2024,114,Japanese,San Antonio,4.9,14,604,Investment Burger,Burger,20.64,1,02-04-2023 13:45,02-04-2023 14:30,45,32,6.84,4.46,31.94,,,0,completed,12.2,0,TRUE,FALSE,
2682,1236,Bronze,referral,24-10-2024,122,Mexican,Phoenix,4.4,18,653,Dog Main Course,Main Course,15.23,1,02-04-2023 21:19,,,46,2.29,2.34,19.86,,,0,cancelled,19,0,TRUE,FALSE,
5216,1059,Silver,referral,30-06-2023,141,Mediterranean,Chicago,4,33,759,Real Sushi,Sushi,30.94,1,02-04-2023 21:49,02-04-2023 22:35,46,48,5.04,3.3,39.28,,,0,completed,10.9,0,TRUE,FALSE,
10291,9363,Silver,email,16-06-2024,84,Mediterranean,San Antonio,3.2,28,442,Physical Pasta,Pasta,23.5,2,02-04-2023 22:56,03-04-2023 00:00,64,49,7.03,9.69,63.72,,,0,completed,10.8,10.2,TRUE,FALSE,
6756,3660,Gold,paid_ads,13-01-2024,79,American,New York,4.4,28,409,Same Appetizer,Appetizer,25.28,3,03-04-2023 04:51,03-04-2023 05:41,50,38,7.71,8.82,92.37,,,0,completed,17.1,0,FALSE,FALSE,
3431,5369,Silver,social_media,29-10-2024,151,Fast Food,Houston,4,26,810,Either Appetizer,Appetizer,19.88,4,03-04-2023 06:44,03-04-2023 07:15,31,36,5.93,16.35,99.8,PROMO-HGZN,fixed_amount,2,completed,15.7,0,FALSE,FALSE,
10812,57,Bronze,email,20-07-2023,16,Mexican,Phoenix,3.5,18,85,Figure Beverage,Beverage,29.18,4,03-04-2023 09:01,03-04-2023 09:42,41,39,3.96,14.15,134.83,,,0,completed,16.3,0,FALSE,FALSE,
9025,7473,Bronze,referral,29-10-2023,173,Fast Food,Los Angeles,3.2,32,953,Wide Pizza,Pizza,7.82,4,03-04-2023 11:18,03-04-2023 12:28,70,57,5.62,4.53,41.43,,,0,completed,15.5,0,FALSE,FALSE,
3152,2570,Bronze,paid_ads,25-08-2024,129,Indian,San Diego,3.8,31,697,Another Burger,Burger,28.59,1,03-04-2023 12:12,03-04-2023 13:18,66,58,2.15,5.35,36.09,,,0,completed,16.7,0,FALSE,FALSE,
1863,4081,Bronze,organic,05-02-2023,18,Mediterranean,Phoenix,4.5,23,98,Hospital Beverage,Beverage,26.33,1,03-04-2023 15:02,03-04-2023 15:51,49,47,4.73,1.74,27.8,PROMO-NHKS,fixed_amount,5,completed,15.9,0,FALSE,FALSE,
8225,6378,Bronze,social_media,27-07-2023,101,American,New York,3.1,10,542,Middle Main Course,Main Course,21.74,1,03-04-2023 16:22,03-04-2023 17:11,49,38,6.35,1.34,29.43,,,0,completed,16.3,0,FALSE,FALSE,
8913,1949,Silver,social_media,26-02-2024,37,Indian,Philadelphia,3.6,30,191,Traditional Main Course,Main Course,34.27,2,03-04-2023 16:47,03-04-2023 17:28,41,44,2.21,11.44,72.19,PROMO-LKXX,fixed_amount,10,completed,17.4,0,FALSE,FALSE,
10362,223,Silver,paid_ads,19-04-2023,177,Fast Food,Houston,4.7,10,968,Trial Appetizer,Appetizer,30.72,1,03-04-2023 18:41,,,35,5.61,7.33,39.05,PROMO-VZJA,percentage,4.61,cancelled,12.5,0,FALSE,FALSE,
8642,9832,Bronze,social_media,06-01-2024,50,Japanese,Chicago,4.7,19,258,Sign Dessert,Dessert,24.95,2,03-04-2023 21:22,03-04-2023 22:14,52,44,5.52,5.56,60.98,,,0,completed,11.6,0,FALSE,FALSE,
1495,5218,Silver,organic,06-08-2024,29,Mediterranean,New York,4.8,30,155,Employee Burger,Burger,15.37,1,03-04-2023 23:57,04-04-2023 01:02,65,53,3.13,3.45,21.95,,,0,completed,16.1,0,FALSE,FALSE,
2071,9950,Bronze,social_media,07-06-2023,172,Mexican,San Diego,3,14,944,Great Pizza,Pizza,11.04,2,04-04-2023 00:00,04-04-2023 00:45,45,37,5.41,2.86,28.35,PROMO-WWNA,fixed_amount,2,completed,14.3,0,FALSE,FALSE,
6799,9028,Bronze,organic,20-02-2023,43,Chinese,Houston,4.8,32,228,Decide Dessert,Dessert,31.29,1,04-04-2023 00:45,04-04-2023 01:38,53,44,4.45,7.62,43.36,,,0,completed,12.7,2.2,FALSE,FALSE,
2789,2537,Silver,paid_ads,06-11-2024,96,Japanese,Houston,4,22,517,Work Main Course,Main Course,23.98,1,04-04-2023 00:59,04-04-2023 01:56,57,43,4.86,4.75,33.59,,,0,completed,19.2,0,FALSE,FALSE,
2658,2526,Bronze,referral,01-12-2023,120,Mexican,Philadelphia,3.5,27,641,Many Main Course,Main Course,12.06,1,04-04-2023 02:37,04-04-2023 03:50,73,47,3.94,2.59,18.59,,,0,completed,21.3,5.2,FALSE,FALSE,
2240,9177,Bronze,organic,03-11-2023,14,Fast Food,San Antonio,3.4,28,74,Value Beverage,Beverage,22.61,2,04-04-2023 04:46,04-04-2023 05:36,50,52,6.85,7.68,59.75,,,0,completed,7.4,0,FALSE,FALSE,
7858,1358,Bronze,social_media,26-10-2023,70,Japanese,Chicago,3.6,31,365,Knowledge Dessert,Dessert,27.06,1,04-04-2023 07:22,04-04-2023 08:13,51,44,4.18,5.88,37.12,,,0,completed,8.3,0,FALSE,FALSE,
6715,4888,Bronze,organic,11-05-2023,5,Fast Food,Houston,4.2,25,24,Play Pizza,Pizza,28.51,1,04-04-2023 08:23,04-04-2023 09:12,49,49,6.73,4.23,39.47,,,0,completed,16.3,0,FALSE,FALSE,
2043,7723,Bronze,organic,02-02-2024,87,Japanese,New York,3.9,22,463,Four Pizza,Pizza,21.79,1,04-04-2023 09:05,,,46,2.45,3.09,17.33,PROMO-MRUX,fixed_amount,10,cancelled,7.3,0,FALSE,FALSE,
4429,5983,Gold,referral,27-03-2023,90,Chinese,San Diego,4.2,29,481,Would Burger,Burger,31.84,1,04-04-2023 10:20,04-04-2023 11:15,55,52,3.66,6.95,42.45,,,0,completed,18.5,0,FALSE,FALSE,
5647,4478,Bronze,social_media,23-01-2023,9,American,Philadelphia,3,28,44,Knowledge Beverage,Beverage,7.66,2,04-04-2023 11:45,04-04-2023 12:40,55,43,4.41,0.06,19.79,,,0,completed,18.7,0,FALSE,FALSE,
5368,9639,Bronze,social_media,02-09-2023,192,Fast Food,Chicago,3.8,30,1061,Others Pizza,Pizza,6.94,1,04-04-2023 12:48,04-04-2023 13:32,44,40,4.42,0.83,11.15,PROMO-XOGQ,percentage,1.04,completed,14.9,0,FALSE,FALSE,
5003,1372,Bronze,social_media,22-04-2024,86,Fast Food,Chicago,3.1,12,461,Other Appetizer,Appetizer,5.55,1,04-04-2023 14:08,04-04-2023 14:50,42,30,4.64,1.21,11.4,,,0,completed,15.5,0,FALSE,FALSE,
6736,3225,Bronze,paid_ads,21-10-2024,13,Fast Food,Phoenix,4.3,18,70,Finally Pizza,Pizza,15.29,1,04-04-2023 15:49,04-04-2023 16:48,59,46,5.9,0.75,19.65,PROMO-ROWO,percentage,2.29,completed,13.8,8.3,FALSE,FALSE,
10125,1875,Bronze,email,16-03-2023,41,Fast Food,Los Angeles,4.9,14,213,Serve Pizza,Pizza,21.55,2,04-04-2023 17:23,04-04-2023 18:13,50,41,5.43,10.32,58.85,,,0,completed,12.8,2.1,FALSE,FALSE,
8414,3362,Bronze,referral,28-03-2023,166,Italian,San Antonio,3.8,34,914,Up Main Course,Main Course,7.59,2,04-04-2023 18:56,04-04-2023 19:56,60,47,5.12,2.81,23.11,,,0,completed,12.7,0,FALSE,FALSE,
